id,log,seen,semantic_template,template,valid,predict
1186,HPET (v001 DELL PE BKC 0x00000001 MSFT 0x0100000a) @ 0x00000000000fd81c,False,HPET (v001 {manufacturer} {model} 0x{revision} MSFT 0x{msft_revision}) @ 0x{address},<*> (v001 DELL PE BKC <*> MSFT <*>) @ <*>,True,HPET (v001 <*> <*> 0x<*> MSFT 0x<*>) @ 0x<*>
1187,HPET id: 0xffffffff base: 0xfed00000,False,HPET id: 0x{hpet_id} base: 0x{base_address},HPET id: <*> base: <*>,True,HPET id: 0x<*> base: 0x<*>
1188,INT_SRC_OVR (bus 0 bus_irq 0 global_irq 2 dfl dfl),False,INT_SRC_OVR (bus {bus_number} bus_irq {bus_irq} global_irq {global_irq} {flag1} {flag2}),INT_SRC_OVR (bus <*> bus_irq <*> global_irq <*> dfl dfl),True,INT_SRC_OVR (bus <*> bus_irq <*> global_irq <*> <*> <*>)
1189,INT_SRC_OVR (bus 0 bus_irq 9 global_irq 9 high level),False,INT_SRC_OVR (bus {bus_number} bus_irq {bus_irq} global_irq {global_irq} {flag1} {flag2}),INT_SRC_OVR (bus <*> bus_irq <*> global_irq <*> high level),True,INT_SRC_OVR (bus <*> bus_irq <*> global_irq <*> <*> <*>)
1190,IOAPIC (id[0x08] address[0xfec00000] gsi_base[0]),False,IOAPIC (id[0x{id}] address[0x{address}] gsi_base[{gsi_base}]),IOAPIC (id[<*>] address[<*>] gsi_base[<*>]),True,IOAPIC (id[0x<*>] address[0x<*>] gsi_base[<*>])
1191,IOAPIC (id[0x09] address[0xfec80000] gsi_base[32]),False,IOAPIC (id[0x{id}] address[0x{address}] gsi_base[{gsi_base}]),IOAPIC (id[<*>] address[<*>] gsi_base[<*>]),True,IOAPIC (id[0x<*>] address[0x<*>] gsi_base[<*>])
1192,IOAPIC (id[0x0a] address[0xfec83000] gsi_base[64]),False,IOAPIC (id[0x{id}] address[0x{address}] gsi_base[{gsi_base}]),IOAPIC (id[<*>] address[<*>] gsi_base[<*>]),True,IOAPIC (id[0x<*>] address[0x<*>] gsi_base[<*>])
1193,IRQ0 used by override.,False,IRQ0 used by {override}.,<*> used by override.,True,IRQ0 used by <*>.
1194,IRQ2 used by override.,False,IRQ2 used by {override}.,<*> used by override.,True,IRQ2 used by <*>.
1195,IRQ9 used by override.,False,IRQ9 used by {override}.,<*> used by override.,True,IRQ9 used by <*>.
1196,Interpreter enabled,False,Interpreter enabled,Interpreter enabled,True,Interpreter enabled
1197,LAPIC (acpi_id[0x01] lapic_id[0x00] enabled),False,LAPIC (acpi_id[0x{acpi_id}] lapic_id[0x{lapic_id}] {status}),LAPIC (acpi_id[<*>] lapic_id[<*>] enabled),True,LAPIC (acpi_id[0x<*>] lapic_id[0x<*>] <*>)
1198,LAPIC (acpi_id[0x02] lapic_id[0x06] enabled),False,LAPIC (acpi_id[0x{acpi_id}] lapic_id[0x{lapic_id}] {status}),LAPIC (acpi_id[<*>] lapic_id[<*>] enabled),True,LAPIC (acpi_id[0x<*>] lapic_id[0x<*>] <*>)
1199,LAPIC (acpi_id[0x03] lapic_id[0x01] enabled),False,LAPIC (acpi_id[0x{acpi_id}] lapic_id[0x{lapic_id}] {status}),LAPIC (acpi_id[<*>] lapic_id[<*>] enabled),True,LAPIC (acpi_id[0x<*>] lapic_id[0x<*>] <*>)
1200,LAPIC (acpi_id[0x04] lapic_id[0x07] enabled),False,LAPIC (acpi_id[0x{acpi_id}] lapic_id[0x{lapic_id}] {status}),LAPIC (acpi_id[<*>] lapic_id[<*>] enabled),True,LAPIC (acpi_id[0x<*>] lapic_id[0x<*>] <*>)
1201,LAPIC_NMI (acpi_id[0x01] high edge lint[0x1]),False,LAPIC_NMI (acpi_id[0x{acpi_id}] high edge lint[0x{lint}]),LAPIC_NMI (acpi_id[<*>] high edge lint[<*>]),True,LAPIC_NMI (acpi_id[0x<*>] high edge lint[0x<*>])
1202,LAPIC_NMI (acpi_id[0x02] high edge lint[0x1]),False,LAPIC_NMI (acpi_id[0x{acpi_id}] high edge lint[0x{lint}]),LAPIC_NMI (acpi_id[<*>] high edge lint[<*>]),True,LAPIC_NMI (acpi_id[0x<*>] high edge lint[0x<*>])
1203,LAPIC_NMI (acpi_id[0x03] high edge lint[0x1]),False,LAPIC_NMI (acpi_id[0x{acpi_id}] high edge lint[0x{lint}]),LAPIC_NMI (acpi_id[<*>] high edge lint[<*>]),True,LAPIC_NMI (acpi_id[0x<*>] high edge lint[0x<*>])
1204,LAPIC_NMI (acpi_id[0x04] high edge lint[0x1]),False,LAPIC_NMI (acpi_id[0x{acpi_id}] high edge lint[0x{lint}]),LAPIC_NMI (acpi_id[<*>] high edge lint[<*>]),True,LAPIC_NMI (acpi_id[0x<*>] high edge lint[0x<*>])
1205,Local APIC address 0xfee00000,False,Local APIC address 0x{apic_address},Local APIC address <*>,True,Local APIC address 0x<*>
1206,MADT (v001 DELL PE BKC 0x00000001 MSFT 0x0100000a) @ 0x00000000000fd724,False,MADT (v001 {manufacturer} {model} 0x{revision} MSFT 0x{msft_revision}) @ 0x{address},<*> (v001 DELL PE BKC <*> MSFT <*>) @ <*>,True,MADT (v001 <*> <*> 0x<*> MSFT 0x<*>) @ 0x<*>
1207,MCFG (v001 DELL PE BKC 0x00000001 MSFT 0x0100000a) @ 0x00000000000fd854,False,MCFG (v001 {manufacturer} {model} 0x{revision} MSFT 0x{msft_revision}) @ 0x{address},<*> (v001 DELL PE BKC <*> MSFT <*>) @ <*>,True,MCFG (v001 <*> <*> 0x<*> MSFT 0x<*>) @ 0x<*>
1208,PCI Interrupt Link [LNKA] (IRQs 3 4 5 6 7 10 11 12) *14,False,PCI Interrupt Link [LNKA] (IRQs {irq1} {irq2} {irq3} {irq4} {irq5} {irq6} {irq7} {irq8}) *{interrupt_number},PCI Interrupt Link [<*>] (IRQs <*> <*> <*> <*> <*> <*> <*> <*>) <*>,True,PCI Interrupt Link [LNKA] (IRQs <*> <*> <*> <*> <*> <*> <*> <*>) *<*>
1209,PCI Interrupt Link [LNKB] (IRQs 3 4 5 6 7 10 *11 12),False,PCI Interrupt Link [LNKB] (IRQs {irq1} {irq2} {irq3} {irq4} {irq5} {irq6} *{irq7} {irq8}),PCI Interrupt Link [<*>] (IRQs <*> <*> <*> <*> <*> <*> <*> <*>),True,PCI Interrupt Link [LNKB] (IRQs <*> <*> <*> <*> <*> <*> *<*> <*>)
1210,PCI Interrupt Link [LNKC] (IRQs 3 4 5 6 7 10 11 12) *15,False,PCI Interrupt Link [LNKC] (IRQs {irq1} {irq2} {irq3} {irq4} {irq5} {irq6} {irq7} {irq8}) *{interrupt_number},PCI Interrupt Link [<*>] (IRQs <*> <*> <*> <*> <*> <*> <*> <*>) <*>,True,PCI Interrupt Link [LNKC] (IRQs <*> <*> <*> <*> <*> <*> <*> <*>) *<*>
1211,"PCI Interrupt Link [LNKD] (IRQs 3 4 5 6 7 10 11 12) *0, disabled.",False,"PCI Interrupt Link [LNKD] (IRQs {irq1} {irq2} {irq3} {irq4} {irq5} {irq6} {irq7} {irq8}) *{interrupt_number}, disabled.","PCI Interrupt Link [<*>] (IRQs <*> <*> <*> <*> <*> <*> <*> <*>) <*>, disabled.",True,"PCI Interrupt Link [LNKD] (IRQs <*> <*> <*> <*> <*> <*> <*> <*>) *<*>, disabled."
1212,"PCI Interrupt Link [LNKE] (IRQs 3 4 5 6 7 10 11 12) *0, disabled.",False,"PCI Interrupt Link [LNKE] (IRQs {irq1} {irq2} {irq3} {irq4} {irq5} {irq6} {irq7} {irq8}) *{interrupt_number}, disabled.","PCI Interrupt Link [<*>] (IRQs <*> <*> <*> <*> <*> <*> <*> <*>) <*>, disabled.",True,"PCI Interrupt Link [LNKE] (IRQs <*> <*> <*> <*> <*> <*> <*> <*>) *<*>, disabled."
1213,"PCI Interrupt Link [LNKF] (IRQs 3 4 5 6 7 10 11 12) *0, disabled.",False,"PCI Interrupt Link [LNKF] (IRQs {irq1} {irq2} {irq3} {irq4} {irq5} {irq6} {irq7} {irq8}) *{interrupt_number}, disabled.","PCI Interrupt Link [<*>] (IRQs <*> <*> <*> <*> <*> <*> <*> <*>) <*>, disabled.",True,"PCI Interrupt Link [LNKF] (IRQs <*> <*> <*> <*> <*> <*> <*> <*>) *<*>, disabled."
1214,"PCI Interrupt Link [LNKG] (IRQs 3 4 5 6 7 10 11 12) *0, disabled.",False,"PCI Interrupt Link [LNKG] (IRQs {irq1} {irq2} {irq3} {irq4} {irq5} {irq6} {irq7} {irq8}) *{interrupt_number}, disabled.","PCI Interrupt Link [<*>] (IRQs <*> <*> <*> <*> <*> <*> <*> <*>) <*>, disabled.",True,"PCI Interrupt Link [LNKG] (IRQs <*> <*> <*> <*> <*> <*> <*> <*>) *<*>, disabled."
1215,"PCI Interrupt Link [LNKH] (IRQs 3 4 5 6 7 10 11 12) *0, disabled.",False,"PCI Interrupt Link [LNKH] (IRQs {irq1} {irq2} {irq3} {irq4} {irq5} {irq6} {irq7} {irq8}) *{interrupt_number}, disabled.","PCI Interrupt Link [<*>] (IRQs <*> <*> <*> <*> <*> <*> <*> <*>) <*>, disabled.",True,"PCI Interrupt Link [LNKH] (IRQs <*> <*> <*> <*> <*> <*> <*> <*>) *<*>, disabled."
1216,PCI Interrupt Routing Table [\_SB_.PCI0.PALO.DOBA._PRT],False,PCI Interrupt Routing Table [{routing_table}],PCI Interrupt Routing Table [<*>],True,PCI Interrupt Routing Table [<*>]
1217,PCI Interrupt Routing Table [\_SB_.PCI0.PALO.DOBB._PRT],False,PCI Interrupt Routing Table [{routing_table}],PCI Interrupt Routing Table [<*>],True,PCI Interrupt Routing Table [<*>]
1218,PCI Interrupt Routing Table [\_SB_.PCI0.PALO._PRT],False,PCI Interrupt Routing Table [{routing_table}],PCI Interrupt Routing Table [<*>],True,PCI Interrupt Routing Table [<*>]
1219,PCI Interrupt Routing Table [\_SB_.PCI0.PBHI.PXB1._PRT],False,PCI Interrupt Routing Table [{routing_table}],PCI Interrupt Routing Table [<*>],True,PCI Interrupt Routing Table [<*>]
1220,PCI Interrupt Routing Table [\_SB_.PCI0.PBHI.PXB2._PRT],False,PCI Interrupt Routing Table [{routing_table}],PCI Interrupt Routing Table [<*>],True,PCI Interrupt Routing Table [<*>]
1221,PCI Interrupt Routing Table [\_SB_.PCI0.PBHI._PRT],False,PCI Interrupt Routing Table [{routing_table}],PCI Interrupt Routing Table [<*>],True,PCI Interrupt Routing Table [<*>]
1222,PCI Interrupt Routing Table [\_SB_.PCI0.PBLO._PRT],False,PCI Interrupt Routing Table [{routing_table}],PCI Interrupt Routing Table [<*>],True,PCI Interrupt Routing Table [<*>]
1223,PCI Interrupt Routing Table [\_SB_.PCI0.PICH._PRT],False,PCI Interrupt Routing Table [{routing_table}],PCI Interrupt Routing Table [<*>],True,PCI Interrupt Routing Table [<*>]
1224,PCI Interrupt Routing Table [\_SB_.PCI0.VPR0._PRT],False,PCI Interrupt Routing Table [{routing_table}],PCI Interrupt Routing Table [<*>],True,PCI Interrupt Routing Table [<*>]
1225,PCI Interrupt Routing Table [\_SB_.PCI0._PRT],False,PCI Interrupt Routing Table [{routing_table}],PCI Interrupt Routing Table [<*>],True,PCI Interrupt Routing Table [<*>]
1226,PCI Root Bridge [PCI0] (00:00),False,PCI Root Bridge [PCI0] ({address}),PCI <*> Bridge [PCI0] (<*>),True,PCI Root Bridge [PCI0] (<*>)
1227,"PCI interrupt 0000:00:02.0[A] -> GSI 16 (level, low) -> IRQ 169",False,"PCI interrupt {device_id} -> GSI {gsi_number} ({interrupt_type}, {interrupt_polarity}) -> IRQ {irq_number}","PCI interrupt <*> -> GSI <*> (level, low) -> IRQ <*>",True,"PCI interrupt <*> -> GSI <*> (<*>, <*>) -> IRQ <*>"
1228,"PCI interrupt 0000:00:04.0[A] -> GSI 16 (level, low) -> IRQ 169",False,"PCI interrupt {device_id} -> GSI {gsi_number} ({interrupt_type}, {interrupt_polarity}) -> IRQ {irq_number}","PCI interrupt <*> -> GSI <*> (level, low) -> IRQ <*>",True,"PCI interrupt <*> -> GSI <*> (<*>, <*>) -> IRQ <*>"
1229,"PCI interrupt 0000:00:05.0[A] -> GSI 16 (level, low) -> IRQ 169",False,"PCI interrupt {device_id} -> GSI {gsi_number} ({interrupt_type}, {interrupt_polarity}) -> IRQ {irq_number}","PCI interrupt <*> -> GSI <*> (level, low) -> IRQ <*>",True,"PCI interrupt <*> -> GSI <*> (<*>, <*>) -> IRQ <*>"
1230,"PCI interrupt 0000:00:06.0[A] -> GSI 16 (level, low) -> IRQ 169",False,"PCI interrupt {device_id} -> GSI {gsi_number} ({interrupt_type}, {interrupt_polarity}) -> IRQ {irq_number}","PCI interrupt <*> -> GSI <*> (level, low) -> IRQ <*>",True,"PCI interrupt <*> -> GSI <*> (<*>, <*>) -> IRQ <*>"
1231,"PCI interrupt 0000:02:0e.0[A] -> GSI 46 (level, low) -> IRQ 177",False,"PCI interrupt {device_id} -> GSI {gsi_number} ({interrupt_type}, {interrupt_polarity}) -> IRQ {irq_number}","PCI interrupt <*> -> GSI <*> (level, low) -> IRQ <*>",True,"PCI interrupt <*> -> GSI <*> (<*>, <*>) -> IRQ <*>"
1232,"PCI interrupt 0000:02:0e.0[A] -> GSI 46 (level, low) -> IRQ 177",False,"PCI interrupt {device_id} -> GSI {gsi_number} ({interrupt_type}, {interrupt_polarity}) -> IRQ {irq_number}","PCI interrupt <*> -> GSI <*> (level, low) -> IRQ <*>",True,"PCI interrupt <*> -> GSI <*> (<*>, <*>) -> IRQ <*>"
1233,"PCI interrupt 0000:06:07.0[A] -> GSI 64 (level, low) -> IRQ 185",False,"PCI interrupt {device_id} -> GSI {gsi_number} ({interrupt_type}, {interrupt_polarity}) -> IRQ {irq_number}","PCI interrupt <*> -> GSI <*> (level, low) -> IRQ <*>",True,"PCI interrupt <*> -> GSI <*> (<*>, <*>) -> IRQ <*>"
1234,"PCI interrupt 0000:06:07.0[A] -> GSI 64 (level, low) -> IRQ 185",False,"PCI interrupt {device_id} -> GSI {gsi_number} ({interrupt_type}, {interrupt_polarity}) -> IRQ {irq_number}","PCI interrupt <*> -> GSI <*> (level, low) -> IRQ <*>",True,"PCI interrupt <*> -> GSI <*> (<*>, <*>) -> IRQ <*>"
1235,"PCI interrupt 0000:07:08.0[A] -> GSI 65 (level, low) -> IRQ 193",False,"PCI interrupt {device_id} -> GSI {gsi_number} ({interrupt_type}, {interrupt_polarity}) -> IRQ {irq_number}","PCI interrupt <*> -> GSI <*> (level, low) -> IRQ <*>",True,"PCI interrupt <*> -> GSI <*> (<*>, <*>) -> IRQ <*>"
